index,year
1.91581447,1994
4.638458335,1995
4.408880129,1996
2.383858924,1997
3.599060359,1998
2.467032691,1999
1.252566936,2000
1.414234392,2001
1.23967807588015,2002
1.62975306394495,2003
1.80976228799618,2004
2.24382854668643,2005
2.24454957973676,2006
0.956745367926449,2007
1.81893622480163,2008
1.89586129434032,2009
1.30556887504952,2010
0.771365752607144,2011
0.577234151866698,2012
0.83513079769656,2013
0.827439702417965,2014
0.703475472447292,2015
0.870559837995775,2016
